func	unit	status	len_err	diffs	flags	needs_guard
func_800595C8	set_obj_bounds_800f2c40	MATCH	0	0	-G8 -msplit-addresses	
func_8005969C	set_D_800F2C40_fE0D_and_notify	MATCH	0	0	-G8	
func_80059700	func_80059700	MATCH	0	0	-G8	
func_800597C8	update_record_field_and_notify	MATCH	0	0	-G8 -mno-split-addresses	
func_8005988C	func_8005988C	MATCH	0	0	-G8 -msplit-addresses	
func_800598E4	wrap_80059908	MATCH	0	0	-G8	
func_80059908	func_80059908	MATCH	0	0	-G8 -msplit-addresses	
func_800599FC	repackage_args	MATCH	0	0	-G8	
func_80059A50	copy_struct_call	MATCH	0	0	-G8	
func_80059AA8	getset_bigrec	MATCH	0	0	-G8	
func_80059AE0	func_80059AE0	MATCH	0	0	-G8	
func_80059AEC	func_80059AEC	MATCH	0	0	-G8	
func_80059AF8	func_80059AF8	STUB				
func_80059B90	func_80059B90	MATCH	0	0	-G8	
func_80059C18	func_80059C18	MATCH	0	0	-G8	
func_80059C24	init_two_systems	MATCH	0	0	-G8	
func_80059C88	test_neg2_8009af9a	MATCH	0	0	-G8	
func_80059C9C	reset_dispatch_state	MATCH	0	0	-G8	
func_80059CD0	test_neg2_8009af9a_b	MATCH	0	0	-G8	
func_80059CE4	duel_stage_dispatch_init	MATCH	0	0	-G8	
func_80059DD8	call_slot_handler_800fc1c_rows	MATCH	0	0	-G8	
func_80059EBC	func_80059EBC	MATCH	0	0	-G8 -msplit-addresses	
func_80059F18	func_80059F18	MATCH	0	0	-G8 -msplit-addresses	
func_80059FAC	set_record_fields1826	MATCH	0	0	-G8	
func_8005A010	set_record_fields22_2a	MATCH	0	0	-G8	
func_8005A074	func_8005A074	MATCH	0	0	-G8	
func_8005A0DC	set_record_count	MATCH	0	0	-G8	
func_8005A130	set_record_fields46	MATCH	0	0	-G8	
func_8005A188	set_af98_af99_from_sign	MATCH	0	0	-G8 -msplit-addresses	
func_8005A1F4	dist_to_stored_pos	MATCH	0	0	-G8 -msplit-addresses	
func_8005A2E0	func_8005A2E0	MATCH	0	0	-G8 -msplit-addresses	
func_8005A3D0	func_8005A3D0	MATCH	0	0	-G8 -msplit-addresses	
func_8005A468	set_ptr_array_byte	MATCH	0	0	-G8	
func_8005A4C4	obj_ptr_init_fields	MATCH	0	0	-G8	
func_8005A53C	func_8005A53C	STUB				
func_8005A618	func_8005A618	MATCH	0	0	-G8 -msplit-addresses	
func_8005A878	check_record_flags	MATCH	0	0	-G8	
func_8005A8C4	deck_capacity_check	OK	0	2	-G8 -msplit-addresses	
func_8005A98C	rgb_to_hls_8005a98c	MATCH	0	0	-G8 -msplit-addresses	
func_8005B054	blend_color	MATCH	0	0	-G8	
func_8005B5FC	fill_words	MATCH	0	0	-G8	
func_8005B620	copy_words	MATCH	0	0	-G8	
func_8005B64C	select_reverb_preset	OK	0	8	-G0 -mno-split-addresses	
func_8005B85C	register_handler	MATCH	0	0	-G8	
func_8005BE3C	func_8005BE3C	STUB				
func_8005BFC8	str_stream_wait_and_decode_frame	STUB				
func_8005C374	set3_8009b4a0	MATCH	0	0	-G8	
func_8005C388	lookup_speed_and_start_read	MATCH	0	0	-G0 -msplit-addresses	
func_8005C464	cd_queue_read_request	MATCH	0	0	-G8	
func_8005C4F0	func_8005C4F0	MATCH	0	0	-G8 -msplit-addresses	
func_8005C530	call_and_conditional	MATCH	0	0	-G8	
func_8005C568	retry_calls	MATCH	0	0	-G8	
func_8005C5C4	gp_flag_set_8009b064	MATCH	0	0	-G8	
func_8005C5D4	func_8005C5D4	OK	0	2	-G8 -msplit-addresses	
func_8005C62C	ds_open_and_read	MATCH	0	0	-G8	
func_8005C690	gp_flag_set_8009b063	MATCH	0	0	-G8	
func_8005C6A0	func_8005C6A0	MATCH	0	0	-G8	
func_8005C768	const_dispatch3	MATCH	0	0	-G8 -msplit-addresses	
func_8005C7BC	func_8005C7BC	STUB				
func_8005CEF0	func_8005CEF0	STUB				
func_8005D378	func_8005D378	STUB				
func_8005D994	setup_positional_sfx	ERROR	None	None	-G8	D_8009B07A
func_8005E808	func_8005E808	STUB				
func_8005EBF4	func_8005EBF4	STUB				
func_8005F070	func_8005F070	MATCH	0	0	-G8 -msplit-addresses	
func_8005F198	func_8005F198	MATCH	0	0	-G8	
func_8005F1A4	idx8_80091570	MATCH	0	0	-G8	
func_8005F1B8	func_8005F1B8	MATCH	0	0	-G8	
func_8005F27C	func_8005F27C	MATCH	0	0	-G8 -msplit-addresses	
func_8005F564	counter_bump_check	MATCH	0	0	-G8	
func_8005F588	check_dispatch_flags	MATCH	0	0	-G8 -msplit-addresses	
func_8005F5C8	stat_growth_ratio_apply	MATCH	0	0	-G8	
func_8005F714	state_flag_gate_call_8005f91c	MATCH	0	0	-G8 -msplit-addresses	
func_8005F7B0	func_8005F7B0	ERROR	None	None	-G8 -msplit-addresses	D_8009B07A
func_8005F828	record_pair_walk_dispatch	MATCH	0	0	-G8	
func_8005FAE4	init_state_block	MATCH	0	0	-G8	
func_8005FB08	func_8005FB08	MATCH	0	0	-G8	
func_8005FB14	get_state_if_flag	MATCH	0	0	-G8	
func_8005FB30	notify_pair_by_field6_range	MATCH	0	0	-G8 -msplit-addresses	
func_8005FBC4	tween_calc	MATCH	0	0	-G8	
func_80060170	table_insert_800f5918	MATCH	0	0	-G8	
func_800601D0	find_table_800f5918	MATCH	0	0	-G8	
func_800603DC	const_dispatch	MATCH	0	0	-G8 -msplit-addresses	
func_80060568	const_dispatch2	STUB				
func_80060594	func_80060594	ERROR	None	None	-G8 -msplit-addresses	
func_80060750	func_80060750	ERROR	None	None	-G8 -msplit-addresses	
func_8006076C	func_8006076C	ERROR	None	None	-G8 -msplit-addresses	
func_80060828	func_80060828	ERROR	None	None	-G8 -msplit-addresses	
func_8006083C	func_8006083C	ERROR	None	None	-G8 -msplit-addresses	
func_80060858	func_80060858	ERROR	None	None	-G8 -msplit-addresses	
func_8006086C	process_and_insert	MATCH	0	0	-G8	
func_800608B8	func_800608B8	MATCH	0	0	-G8 -msplit-addresses	
func_80060AEC	process_and_insert_b	MATCH	0	0	-G8	
func_80061008	func_80061008	OK	0	4	-G8 -msplit-addresses	
func_800610E0	func_800610E0	OK	0	2	-G8 -msplit-addresses	
func_800611D0	func_800611D0	MATCH	0	0	-G8 -msplit-addresses	
func_800612C0	gte_ot_insert_transformed_tris_lit_clip	OK	0	16	-G8	
func_8006151C	gte_ot_insert_transformed_tris_gouraud_clip	OK	0	16	-G8	
func_800617E0	gte_ot_insert_transformed_quads_lit_clip	OK	0	17	-G8	
func_80061A84	gte_ot_insert_transformed_quads_gouraud_clip	OK	0	18	-G8	
func_80061DDC	gte_ot_insert_transformed_tris_lit_id_clip	OK	0	16	-G8	
func_80062058	gte_ot_insert_transformed_tris_gouraud_id_clip	OK	0	16	-G8	
func_8006233C	gte_ot_insert_transformed_quads_lit_id_clip	OK	0	17	-G8	
func_80062600	gte_ot_insert_transformed_quads_gouraud_id_clip	OK	0	18	-G8	
func_80062978	gte_ot_insert_transformed_tris	OK	0	15	-G8	
func_80062BC0	gte_ot_insert_transformed_tris_gouraud	OK	0	15	-G8	
func_80062E70	gte_ot_insert_transformed_quads_lit	OK	0	16	-G8	
func_80063100	gte_ot_insert_transformed_quads_gouraud	OK	0	17	-G8	
func_80063444	gte_ot_insert_transformed_tris_lit_id	OK	0	15	-G8	
func_800636AC	gte_ot_insert_transformed_tris_gouraud_id	OK	0	15	-G8	
func_8006397C	gte_ot_insert_transformed_quads_lit_id	OK	0	16	-G8	
func_80063C2C	gte_ot_insert_transformed_quads_gouraud_id	OK	0	17	-G8	
func_80063F90	gte_ot_insert_transformed_tris_lit_clip_transluc	OK	0	32	-G8	
func_80064248	gte_ot_insert_transformed_tris_gouraud_clip_transluc	OK	0	32	-G8	
func_80064568	gte_ot_insert_transformed_quads_lit_clip_transluc	OK	0	35	-G8	
func_80064868	gte_ot_insert_transformed_quads_gouraud_clip_transluc	OK	0	37	-G8	
func_80064C1C	gte_ot_insert_transformed_tris_lit_id_clip_transluc	OK	0	32	-G8	
func_80064EF4	gte_ot_insert_transformed_tris_gouraud_id_clip_transluc	OK	0	32	-G8	
func_80065234	gte_ot_insert_transformed_quads_lit_id_clip_transluc	OK	0	35	-G8	
func_80065554	gte_ot_insert_transformed_quads_gouraud_id_clip_transluc	OK	0	37	-G8	
func_80065928	gte_ot_insert_transformed_tris_lit_transluc	OK	0	30	-G8	
func_80065BCC	gte_ot_insert_transformed_tris_gouraud_transluc	OK	0	30	-G8	
func_80065ED8	gte_ot_insert_transformed_quads_lit_transluc	OK	0	33	-G8	
func_800661C4	gte_ot_insert_transformed_quads_gouraud_transluc	OK	0	35	-G8	
func_80066564	gte_ot_insert_transformed_tris_lit_id_transluc	OK	0	30	-G8	
func_80066828	gte_ot_insert_transformed_tris_gouraud_id_transluc	OK	0	30	-G8	
func_80066B54	gte_ot_insert_transformed_quads_lit_id_transluc	OK	0	33	-G8	
func_80066E60	gte_ot_insert_transformed_quads_gouraud_id_transluc	OK	0	35	-G8	
func_80067354	gte_ot_insert_precolored_tris	OK	0	14	-G8	
func_8006759C	gte_ot_insert_precolored_quads_dualclip	OK	0	15	-G8	
func_80067858	gte_ot_insert_precolored_tris_id	OK	0	14	-G8	
func_80067ABC	gte_ot_insert_precolored_quads_dualclip_id	OK	0	15	-G8	
func_80067D94	gte_ot_insert_precolored_tris_noclip	OK	0	13	-G8	
func_80067FD0	gte_ot_insert_precolored_quads_notag	OK	0	13	-G8	
func_8006825C	gte_ot_insert_precolored_tris_id_noclip	OK	0	13	-G8	
func_800684B4	gte_ot_insert_precolored_quads	OK	0	13	-G8	
func_8006875C	gte_ot_insert_precolored_tris_transluc	OK	0	28	-G8	
func_80068A00	gte_ot_insert_precolored_quads_dualclip_transluc	OK	0	31	-G8	
func_80068D18	gte_ot_insert_precolored_tris_transluc_id_clip	OK	0	28	-G8	
func_80068FD8	gte_ot_insert_precolored_quads_dualclip_id_transluc	OK	0	31	-G8	
func_8006930C	gte_ot_insert_precolored_tris_transluc_noclip	OK	0	26	-G8	
func_800695A4	gte_ot_insert_precolored_quads_notag_transluc	OK	0	27	-G8	
func_8006988C	gte_ot_insert_precolored_tris_transluc_id	OK	0	26	-G8	
func_80069B40	gte_ot_insert_precolored_quads_transluc	OK	0	27	-G8	
func_80069E44	gte_ot_insert_transformed_tris_flat	OK	0	10	-G8	
func_80069F94	gte_ot_insert_transformed_tris_flat_3field	OK	0	10	-G8	
func_8006A0E8	gte_ot_insert_transformed_quads	OK	7	103	-G0 -mno-split-addresses	
func_8006A268	gte_ot_insert_transformed_quads_4field	OK	7	105	-G0 -mno-split-addresses	
func_8006A3F0	gte_ot_insert_transformed_tris_flat_r18	OK	0	10	-G8	
func_8006A540	gte_ot_insert_transformed_tris_flat_3field_r1C	OK	0	10	-G8	
func_8006A694	gte_ot_insert_transformed_quads_1c	OK	7	103	-G0 -mno-split-addresses	
func_8006A814	gte_ot_insert_transformed_quads_4field_20	OK	7	105	-G0 -mno-split-addresses	
func_8006A99C	gte_ot_insert_indexed_tris	OK	7	95	-G0 -mno-split-addresses	
func_8006AAFC	gte_ot_insert_indexed_quads	OK	7	106	-G0 -mno-split-addresses	
func_8006AC88	gte_ot_insert_indexed_tris_1c	OK	7	95	-G0 -mno-split-addresses	
func_8006ADE8	gte_ot_insert_indexed_quads_20	OK	7	106	-G0 -mno-split-addresses	
func_8006BCA4	func_8006BCA4	STUB				
func_8006C120	subdivide_triangle_recursive	MATCH	0	0	-G8 -fno-schedule-insns	
func_8006C2FC	set_bytes3	MATCH	0	0	-G8	
func_8006C30C	copy_bytes3	MATCH	0	0	-G8	
func_8006C330	avg_bytes3	MATCH	0	0	-G8	
func_8006CD78	func_8006CD78	STUB				
func_8006F1B4	func_8006F1B4	STUB				
func_8007058C	stream_read_advance	MATCH	0	0	-G8	
func_800705AC	stream_read16_advance	MATCH	0	0	-G8	
func_800705D8	init_duel_buffers	MATCH	0	0	-G8	
func_80070650	func_80070650	MATCH	0	0	-G8 -msplit-addresses	
func_80070710	func_80070710	MATCH	0	0	-G8 -msplit-addresses	
func_80070738	func_80070738	OK	0	2	-G8 -msplit-addresses	
func_800707C4	func_800707C4	OK	0	2	-G8 -msplit-addresses	
func_80070870	scan_table2_80070870	MATCH	0	0	-G8	
func_800708C4	scan_table3_800708c4	MATCH	0	0	-G8	
func_80070920	scan_table2_or_3_by_kind	MATCH	0	0	-G8	
func_80070988	stream_seek	MATCH	0	0	-G8	
func_800709C0	func_800709C0	MATCH	0	0	-G8	
func_80070A40	func_80070A40	MATCH	0	0	-G8	
func_80070AC0	func_80070AC0	MATCH	0	0	-G8	
func_80070B3C	func_80070B3C	MATCH	0	0	-G8	
func_80070BB8	range_check_accum_f4f8	MATCH	0	0	-G8 -msplit-addresses	
func_80070C60	threshold_mod100_accum_f4f8	MATCH	0	0	-G8 -msplit-addresses	
func_80070D00	push_item_or_assert	MATCH	0	0	-G8 -msplit-addresses	
func_80070DA8	pop_item_or_assert	MATCH	0	0	-G8	
func_80070E20	idx_table_random_range_from_stream	MATCH	0	0	-G8 -msplit-addresses	
func_80070EB4	idx_table_diff_store	MATCH	0	0	-G8	
func_80070F1C	func_80070F1C	MATCH	0	0	-G0	
func_80071194	bitfield_compare_calls_store	MATCH	0	0	-G8 -msplit-addresses	
func_80071248	idx_table_bitfield_copy	MATCH	0	0	-G8	
func_800712B4	idx_table_reca_field0_copy	MATCH	0	0	-G8	
func_80071320	reca_field0_flag_check_store	MATCH	0	0	-G8 -msplit-addresses	
func_800713B8	idx_table_recb_field14_copy	MATCH	0	0	-G8	
func_80071424	store_indexed_flag_from_table	MATCH	0	0	-G8 -msplit-addresses	
func_80071460	func_80071460	MATCH	0	0	-G8 -msplit-addresses	
func_8007149C	count_reca_nonzero_field0	MATCH	0	0	-G8	
func_80071510	idx_table_write_flag_800eae90	MATCH	0	0	-G0	
func_8007154C	idx_table_recb_xor_field19_flag	MATCH	0	0	-G0	
func_800715C4	idx_table_write_or_default_window2	MATCH	0	0	-G8	
func_8007164C	idx_table_write_val16b	MATCH	0	0	-G0	
func_80071688	idx_table_write_byte_5c82	MATCH	0	0	-G0	
func_800716C4	idx_table_write_byte_5c83	MATCH	0	0	-G0	
func_80071700	scan_reca_range_flag_gated_best	STUB				
func_80071924	func_80071924	STUB				
func_80071B64	equip_score_best_slot	MATCH	0	0	-G0	
func_80071EB8	func_80071EB8	MATCH	0	0	-G0	
func_80071FC8	func_80071FC8	OK	4	60	-G8 -msplit-addresses	
func_8007214C	func_8007214C	OK	2	59	-G8 -msplit-addresses	
func_800722CC	func_800722CC	MATCH	0	0	-G8 -msplit-addresses	
func_8007249C	find_equip_slot_for_card	MATCH	0	0	-G0	
func_800725C4	idx_table_write_call_bool	MATCH	0	0	-G8	
func_80072640	scan_field88_check_store	MATCH	0	0	-G8 -msplit-addresses	
func_800726F4	func_800726F4	MATCH	0	0	-G8	
func_800727C0	func_800727C0	MATCH	0	0	-G8 -msplit-addresses	
func_80072DC0	func_80072DC0	MATCH	0	0	-G8 -msplit-addresses	
func_80072F1C	skip4bytes	MATCH	0	0	-G8	
func_80072F54	skip4bytes_b	MATCH	0	0	-G8	
func_80072F8C	fill_5bytes_from_table	MATCH	0	0	-G8 -msplit-addresses	
func_80073050	idx_table_copy_lowbyte	MATCH	0	0	-G0	
func_80073220	func_80073220	MATCH	0	0	-G8	
func_800732A0	filter_collect	MATCH	0	0	-G8	
func_80073300	func_80073300	MATCH	0	0	-G8	
func_80073308	func_80073308	MATCH	0	0	-G8	
func_80073310	scan_or_insert_window1_at31	MATCH	0	0	-G8	
func_80073380	clear_table2_upper	MATCH	0	0	-G8	
func_800733A8	scan_or_insert_window2_at126	MATCH	0	0	-G8	
func_80073420	clear_table3_upper	MATCH	0	0	-G8	
func_80073448	flag_800eae90_set	MATCH	0	0	-G0	
func_80073458	flag_800eae90_clear	MATCH	0	0	-G0	
func_80073464	flag_800f5c7f_set	MATCH	0	0	-G0	
func_80073474	func_80073474	MATCH	0	0	-G0	
func_80073480	set_reca_flag	MATCH	0	0	-G8	
func_800734DC	func_800734DC	OK	0	2	-G8 -msplit-addresses	
func_800735A0	idx_table_write_val16	MATCH	0	0	-G8	
func_800735DC	idx_table_copy_entry	MATCH	0	0	-G8	
func_80073624	idx_table_sum_store	MATCH	0	0	-G8	
func_8007368C	idx_table_copy_byte	MATCH	0	0	-G0	
func_800736C4	print_two_strings	MATCH	0	0	-G8	
