func	unit	status	len_err	diffs	flags	needs_guard
func_80038890	func_80038890	MATCH	0	0	-G8	
func_80038898	read_stream_byte_set_state5	MATCH	0	0	-G0 -mno-split-addresses	
func_800388D8	func_800388D8	OK	0	6	-G0 -msplit-addresses	
func_800389C4	clear_flag_bit3	MATCH	0	0	-G8	
func_800389D8	advance_slot_and_merge_stream_word	MATCH	0	0	-G8 -msplit-addresses	
func_80038A44	advance_slot_and_merge_stream_word_v2	MATCH	0	0	-G8 -msplit-addresses	
func_80038AB0	func_80038AB0	MATCH	0	0	-G8	
func_80038B08	call_4036c_reset_field48_81_98	MATCH	0	0	-G8 -msplit-addresses	
func_80038B4C	bytecode_stream_dispatch	MATCH	0	0	-G8 -msplit-addresses	
func_80038BA8	func_80038BA8	MATCH	0	0	-G8 -msplit-addresses	
func_80038BF0	func_80038BF0	MATCH	0	0	-G8	
func_80038D14	set_state4_and_flag	MATCH	0	0	-G8	
func_80038D2C	process_and_reflag_state	MATCH	0	0	-G8	
func_80038DB8	append_stream_word_and_advance_field88	MATCH	0	0	-G8 -msplit-addresses	
func_80038E1C	func_80038E1C	MATCH	0	0	-G8 -msplit-addresses	
func_80038E7C	decrement_field88_and_check_wrap	MATCH	0	0	-G8	
func_80039140	derive_layout_bounds_from_src	MATCH	0	0	-G8	
func_800391E4	init_highlight_and_shadow_slots	MATCH	0	0	-G8 -msplit-addresses	
func_800393B0	func_800393B0	STUB				
func_80039934	func_80039934	MATCH	0	0	-G8 -mno-split-addresses	
func_80039A14	poll_call_393b0_until_bit13	MATCH	0	0	-G8 -msplit-addresses	
func_80039A60	poll_call_393b0_until_bit13_v2	MATCH	0	0	-G8 -msplit-addresses	
func_80039AAC	test_and_set_obj_flag19	MATCH	0	0	-G8	
func_80039AD4	clear_table_entry_and_set_flag	MATCH	0	0	-G8 -msplit-addresses	
func_80039AFC	func_80039AFC	MATCH	0	0	-G0 -mno-split-addresses	
func_80039BE0	func_80039BE0	MATCH	0	0	-G0 -mno-split-addresses	
func_80039C94	func_80039C94	MATCH	0	0	-G8	
func_80039D64	func_80039D64	MATCH	0	0	-G8 -msplit-addresses	
func_80039E9C	reset_800eb010_records_and_8015c410	MATCH	0	0	-G0 -msplit-addresses	
func_80039F1C	test_and_set_obj_flag51	MATCH	0	0	-G8	
func_80039F44	init_fields_call_8e590_field62	MATCH	0	0	-G8 -msplit-addresses	
func_80039F90	call_4036c_clear_three_words	MATCH	0	0	-G8 -msplit-addresses	
func_80039FD4	reset_field48_and_call	MATCH	0	0	-G8	
func_80039FF8	set_flag10_if_low_bits_clear	MATCH	0	0	-G8	
func_8003A01C	func_8003A01C	MATCH	0	0	-G0 -mno-split-addresses	
func_8003A198	func_8003A198	MATCH	0	0	-G8 -msplit-addresses	
func_8003A1EC	func_8003A1EC	MATCH	0	0	-G8 -msplit-addresses	
func_8003A440	func_8003A440	OK	-1	64	-G8 -msplit-addresses	
func_8003A920	propagate_pos_to_slots	MATCH	0	0	-G8	
func_8003A95C	set_pos_propagate	MATCH	0	0	-G8	
func_8003A990	func_8003A990	MATCH	0	0	-G8 -msplit-addresses	
func_8003AAE4	func_8003AAE4	MATCH	0	0	-G0 -mno-split-addresses	
func_8003AC48	func_8003AC48	MATCH	0	0	-G0 -mno-split-addresses	
func_8003B054	func_8003B054	MATCH	0	0	-G0 -mno-split-addresses	
func_8003B378	func_8003B378	MATCH	0	0	-G8 -msplit-addresses	
func_8003B50C	func_8003B50C	MATCH	0	0	-G8 -msplit-addresses	
func_8003B6AC	set_range_D_800EB288_field24	MATCH	0	0	-G8	
func_8003B714	call_80035AF0_default_a2	MATCH	0	0	-G8	
func_8003B734	pad_down_left	MATCH	0	0	-G8	
func_8003B744	bank_table_lookup	MATCH	0	0	-G8	
func_8003B7E0	read_stream_byte_advance	MATCH	0	0	-G8	
func_8003B808	func_8003B808	OK	0	4	-G0 -mno-split-addresses	
func_8003B9BC	func_8003B9BC	MATCH	0	0	-G0 -mno-split-addresses	
func_8003BA14	func_8003BA14	OK	0	2	-G0 -mno-split-addresses	
func_8003BBF8	register_handler_8003BA14	MATCH	0	0	-G8	
func_8003BD14	func_8003BD14	OK	0	2	-G0 -mno-split-addresses	
func_8003BEB8	register_handler_8003BD14	MATCH	0	0	-G8	
func_8003BF00	func_8003BF00	OK	0	4	-G0 -mno-split-addresses	
func_8003C0C0	func_8003C0C0	MATCH	0	0	-G8	
func_8003C120	func_8003C120	MATCH	0	0	-G0 -mno-split-addresses	
func_8003C2B4	register_two_handlers_8003c120	MATCH	0	0	-G8	
func_8003C328	func_8003C328	MATCH	0	0	-G0 -mno-split-addresses	
func_8003C498	register_handler_8003C328	MATCH	0	0	-G8	
func_8003C4E0	init_state_bar_and_load	MATCH	0	0	-G8 -msplit-addresses	
func_8003C568	func_8003C568	MATCH	0	0	-G8 -msplit-addresses	
func_8003C628	func_8003C628	MATCH	0	0	-G8 -mno-split-addresses	
func_8003C7A0	sync_duel_side_flag	OK	-1	67	-G8 -msplit-addresses	
func_8003C8CC	state_machine_dispatch_8009b37c	MATCH	0	0	-G8 -msplit-addresses	
func_8003C950	func_8003C950	MATCH	0	0	-G8 -msplit-addresses	
func_8003CB7C	reset_history_ring_and_flags	OK	0	3	-G8	
func_8003CBE8	func_8003CBE8	MATCH	0	0	-G8 -msplit-addresses	
func_8003CC38	func_8003CC38	MATCH	0	0	-G8	
func_8003CDF8	func_8003CDF8	MATCH	0	0	-G8 -msplit-addresses	
func_8003CE48	restore_status_flags_from_backup	MATCH	0	0	-G8 -msplit-addresses	
func_8003CE74	func_8003CE74	MATCH	0	0	-G8 -msplit-addresses	
func_8003CEB8	func_8003CEB8	MATCH	0	0	-G8	
func_8003CF14	func_8003CF14	MATCH	0	0	-G8 -msplit-addresses	
func_8003CFC8	seed_rng_and_fill_scramble_array	MATCH	0	0	-G8	
func_8003D03C	func_8003D03C	ERROR	None	None	-G8 -mno-split-addresses	D_8009B408
func_8003D0F4	func_8003D0F4	OK	0	6	-G8 -mno-split-addresses	
func_8003D174	func_8003D174	MATCH	0	0	-G8 -msplit-addresses	
func_8003D288	func_8003D288	MATCH	0	0	-G8 -msplit-addresses	
func_8003D2B8	check_8003d288_and_state	MATCH	0	0	-G8	
func_8003D300	func_8003D300	MATCH	0	0	-G8 -msplit-addresses	
func_8003D32C	func_8003D32C	MATCH	0	0	-G8	
func_8003D334	draw_tiled_bg_sprites	MATCH	0	0	-G8	
func_8003D46C	func_8003D46C	OK	0	2	-G0 -msplit-addresses	
func_8003D518	func_8003D518	MATCH	0	0	-G8 -mno-split-addresses	
func_8003D614	reload_timer_or_delete_and_age_slot	MATCH	0	0	-G8	
func_8003D74C	func_8003D74C	OK	-1	104	-G8 -mno-split-addresses	
func_8003DA40	func_8003DA40	MATCH	0	0	-G8 -mno-split-addresses	
func_8003E46C	set_flag_bits_mode	MATCH	0	0	-G8	
func_8003E490	func_8003E490	OK	-195	197	-G8	
func_8003E7D4	arm_and_call_8003E490	MATCH	0	0	-G8	
func_8003E80C	arm_and_call_8003E490_full	MATCH	0	0	-G8	
func_8003E858	memcard_save_state_step	STUB				
func_8003EE90	arm_and_call_8003E854	MATCH	0	0	-G8	
func_8003EEC8	func_8003EEC8	MATCH	0	0	-G8	
func_8003F2B0	func_8003F2B0	MATCH	0	0	-G8 -msplit-addresses	
func_8003F388	func_8003F388	MATCH	0	0	-G8	
func_8003F70C	call_8003F454_or_default	MATCH	0	0	-G8	
func_8003F740	func_8003F740	MATCH	0	0	-G8 -msplit-addresses	
func_8003F758	init_800efe18_and_setup_gpu	MATCH	0	0	-G8	
func_8003F7D4	func_8003F7D4	OK	0	2	-G8	
func_8003F810	refresh_801d0200_buffers	MATCH	0	0	-G8	
func_8003F87C	func_8003F87C	OK	0	2	-G8	
func_8003F8D4	func_8003F8D4	OK	-242	244	-G8	
func_8003FCD8	arm_and_call_8003F8D4_state29	MATCH	0	0	-G8	
func_8003FD14	func_8003FD14	MATCH	0	0	-G8 -msplit-addresses	
func_8003FE14	func_8003FE14	OK	0	2	-G8	
func_8003FE70	rng_seed	MATCH	0	0	-G8	
func_8003FE80	func_8003FE80	MATCH	0	0	-G8	
func_8003FEE0	call_80048658_255_0	MATCH	0	0	-G8	
func_8003FF08	call_masked_and_store_orred	MATCH	0	0	-G8	
func_8003FF34	call_80047430_neg8_0	MATCH	0	0	-G8	
func_8003FF58	call_set_1582_1584_negated	MATCH	0	0	-G8	
func_8003FF88	call_80048658_flagged	MATCH	0	0	-G8	
func_8003FFB4	call_80045334_masked_flag	MATCH	0	0	-G8	
func_8003FFD8	call_80047314_masked_flag	MATCH	0	0	-G8	
func_8003FFFC	call_800473f0_dual_then_80047ec4	MATCH	0	0	-G8	
func_8004002C	find_free_slot_0x10_0x60	MATCH	0	0	-G8	
func_8004006C	find_free_slot_0x0_0x60	MATCH	0	0	-G8	
func_800400AC	get_or_init_D_800EFE48_slot	OK	0	2	-G8	
func_8004020C	dispatch_slot_move_8009b410	MATCH	0	0	-G8	
func_800402A0	func_800402A0	MATCH	0	0	-G8 -msplit-addresses	
func_8004036C	__builtin_delete	MATCH	0	0	-G8 -msplit-addresses	
func_80040390	init_slot_link_tables_and_flags	MATCH	0	0	-G8 -msplit-addresses	
func_800403F0	reset_rec_flags_trigger	MATCH	0	0	-G8	
func_80040410	func_80040410	MATCH	0	0	-G8 -msplit-addresses	
func_80040424	set_kind_and_clear_bit4	MATCH	0	0	-G8	
func_8004044C	set_pos_and_kind	MATCH	0	0	-G8	
func_80040468	init_obj_id_pos_flags	MATCH	0	0	-G8	
func_800404CC	set_30_32_and_call_80040468	MATCH	0	0	-G8	
func_80040510	func_80040510	MATCH	0	0	-G8 -msplit-addresses	
func_80040588	func_80040588	STUB				
func_80040814	run_active_rec_chain	MATCH	0	0	-G0 -msplit-addresses	
func_800408D0	func_800408D0	STUB				
func_80040BF8	update_all_efe48_slots	MATCH	0	0	-G0 -msplit-addresses	
func_80040CAC	run_D_800EFE38_callback_list	MATCH	0	0	-G8	
func_80040D14	run_efe48_slots_secondary_callback	MATCH	0	0	-G0 -msplit-addresses	
func_80041340	func_80041340	MATCH	0	0	-G0 -msplit-addresses	
func_8004141C	func_8004141C	MATCH	0	0	-G8 -msplit-addresses	
func_8004143C	accum_add_le16	MATCH	0	0	-G8	
func_80041464	accum_add_le16_xor_flag	MATCH	0	0	-G8	
func_8004149C	func_8004149C	MATCH	0	0	-G8 -msplit-addresses	
func_80041534	func_80041534	MATCH	0	0	-G8 -msplit-addresses	
func_80041C8C	func_80041C8C	STUB				
func_80041D60	func_80041D60	MATCH	0	0	-G0 -mno-split-addresses	
func_80041E7C	func_80041E7C	MATCH	0	0	-G8	
func_80041F90	func_80041F90	MATCH	0	0	-G8	
func_80042188	func_80042188	STUB				
func_800427DC	reset_obj_and_set_5A_flag08	MATCH	0	0	-G8	
func_80042824	func_80042824	MATCH	0	0	-G8	
func_80042874	call_80040468_store54	MATCH	0	0	-G8	
func_800428A8	call_800404CC_store54	MATCH	0	0	-G8	
func_800428EC	sub_table_lookup_set_flag	MATCH	0	0	-G8	
func_80042918	sub_from_global_set_flag	MATCH	0	0	-G8	
func_8004293C	sub_from_global_set_flag3	MATCH	0	0	-G8	
func_80042960	call_f24_check_flags_c0	MATCH	0	0	-G8	
func_800429A8	read_le16	MATCH	0	0	-G8	
func_800429BC	get_ptr_le16_offset	MATCH	0	0	-G8	
func_800429D8	reset_obj_state	MATCH	0	0	-G8	
func_80042A00	update_pos_frac_x	MATCH	0	0	-G8	
func_80042A28	update_pos_frac_y	MATCH	0	0	-G8	
func_80042A50	update_pos_frac	MATCH	0	0	-G8	
func_80042A78	update_pos_frac_xy	MATCH	0	0	-G8	
func_80042AA4	update_pos_frac_xyz	MATCH	0	0	-G8	
func_80042AD8	func_80042AD8	MATCH	0	0	-G8 -msplit-addresses	
func_80042B08	clamp_approach_zero	MATCH	0	0	-G8	
func_80042B40	find_active_rec_by_id	MATCH	0	0	-G8	
func_80042B98	obj_flag80_test_and_set	MATCH	0	0	-G8	
func_80042BC0	decay_countdown_or_delete	MATCH	0	0	-G8	
func_80043178	save_prev_pos	MATCH	0	0	-G8	
func_8004318C	lerp_position_toward_midpoint	MATCH	0	0	-G8	
func_80043230	func_80043230	MATCH	0	0	-G8	
func_80043328	func_80043328	OK	0	2	-G0 -mno-split-addresses	
func_800434F4	func_800434F4	MATCH	0	0	-G0 -mno-split-addresses	
func_8004365C	func_8004365C	MATCH	0	0	-G8 -msplit-addresses	
func_800438B8	func_800438B8	MATCH	0	0	-G8 -mno-split-addresses	
func_80043960	func_80043960	MATCH	0	0	-G8 -mno-split-addresses	
func_80043D48	func_80043D48	MATCH	0	0	-G8	
func_80043DA0	find_matching_field_index_retry	MATCH	0	0	-G8	
func_80043E30	init_memcard_and_pad	MATCH	0	0	-G8	
func_80043E68	func_80043E68	MATCH	0	0	-G8	
func_80043EBC	init_io_events	MATCH	0	0	-G8 -msplit-addresses	
func_80044038	retry_card_clear_slot	MATCH	0	0	-G8 -msplit-addresses	
func_800440B4	try_acquire_slot_536	MATCH	0	0	-G8	
func_800440F0	func_800440F0	MATCH	0	0	-G8	
func_8004413C	card_info_clear_load_sequence	MATCH	0	0	-G8	
func_800441DC	dispatch_object_init_sequence	MATCH	0	0	-G8	
func_80044278	claim_slot536_11_and_card_info	MATCH	0	0	-G8	
func_800442E4	dispatch_object_init_sequence_4	MATCH	0	0	-G8	
func_80044380	claim_slot536_12_and_card_info	MATCH	0	0	-G8	
func_800443EC	func_800443EC	MATCH	0	0	-G8	
func_80044470	func_80044470	MATCH	0	0	-G8 -msplit-addresses	
func_80044544	func_80044544	MATCH	0	0	-G8	
func_80044598	func_80044598	MATCH	0	0	-G8 -msplit-addresses	
func_80044608	memcard_save_clear_load_poll_dispatch	STUB				
func_80044838	func_80044838	STUB				
func_80044CD4	func_80044CD4	MATCH	0	0	-G8	
func_80044CFC	io_state_clear_cb	MATCH	0	0	-G0	
func_80044D0C	io_state_set1_cb	MATCH	0	0	-G0	
func_80044D20	io_state_set2_cb	MATCH	0	0	-G0	
func_80044D34	io_state_set3_cb	MATCH	0	0	-G0	
func_80044D48	func_80044D48	MATCH	0	0	-G0 -msplit-addresses	
func_80044DA0	set_8009b45c_514_515	MATCH	0	0	-G0 -mno-split-addresses	
func_80044DC0	func_80044DC0	MATCH	0	0	-G0 -mno-split-addresses	
func_80044E90	set_field514_515_range_flags	MATCH	0	0	-G0 -mno-split-addresses	
func_80044F58	init_local_flags_and_notify	MATCH	0	0	-G0 -mno-split-addresses	
func_80044FE4	get_8009b45c_510	MATCH	0	0	-G0	
func_80044FFC	func_80044FFC	MATCH	0	0	-G8	
func_8004503C	set_8009b45c_512_49	MATCH	0	0	-G0	
func_80045114	func_80045114	MATCH	0	0	-G0 -mno-split-addresses	
func_800451E0	call_80045208_masked_128	MATCH	0	0	-G8	
func_80045208	func_80045208	STUB				
func_8004544C	clear_8009b45c_busy	MATCH	0	0	-G0	
func_8004545C	arm_state_and_register_cb	OK	0	4	-G8	
func_80045484	entry_has_marker_byte	MATCH	0	0	-G0 -mno-split-addresses	
func_80045804	func_80045804	ERROR	None	None	-G8	
func_80045BE8	func_80045BE8	MATCH	0	0	-G0 -mno-split-addresses	
func_800464F0	func_800464F0	STUB				
func_8004666C	func_8004666C	MATCH	0	0	-G8	
func_800466C8	func_800466C8	MATCH	0	0	-G8 -msplit-addresses	
func_8004671C	func_8004671C	MATCH	0	0	-G8	
func_80046768	s8009b45c_init	STUB				
func_8004695C	func_8004695C	MATCH	0	0	-G8 -msplit-addresses	
func_80046990	reset_field_record_flags	MATCH	0	0	-G8 -msplit-addresses	
func_80046A08	func_80046A08	OK	-233	235	-G8	
func_80046F58	sound_shutdown_full	MATCH	0	0	-G8	
func_80046FA0	func_80046FA0	MATCH	0	0	-G8	
func_80047008	get_8009b45c_48	MATCH	0	0	-G8	
func_8004701C	set_8009b45c_f4a_low_nibble	MATCH	0	0	-G8 -msplit-addresses	
func_8004703C	get_8009b45c_40	MATCH	0	0	-G8	
func_80047050	func_80047050	MATCH	0	0	-G8	
func_800470B0	func_800470B0	MATCH	0	0	-G8	
func_80047140	func_80047140	MATCH	0	0	-G8	
func_800471D0	func_800471D0	MATCH	0	0	-G8 -msplit-addresses	
func_80047278	call_split_word_halves	MATCH	0	0	-G8	
func_800472A8	func_800472A8	MATCH	0	0	-G8 -msplit-addresses	
func_80047314	call_8004733C_masked_flag	MATCH	0	0	-G8	
func_8004733C	func_8004733C	MATCH	0	0	-G8	
func_800473CC	call_800473F0_neg32	MATCH	0	0	-G8	
func_800473F0	func_800473F0	MATCH	0	0	-G8 -msplit-addresses	
func_80047430	call_set_1582_1584_masked	MATCH	0	0	-G8	
func_80047458	call_set_1582_1584_masked_b	MATCH	0	0	-G8	
func_80047480	func_80047480	STUB				
func_8004763C	reset_43c_array_and_update_438	MATCH	0	0	-G0 -mno-split-addresses	
func_800476B4	func_800476B4	MATCH	0	0	-G0 -mno-split-addresses	
func_80047788	func_80047788	MATCH	0	0	-G0 -mno-split-addresses	
func_80047864	spu_voice_set_attr_and_volumes	MATCH	0	0	-G0 -mno-split-addresses	
func_800478EC	func_800478EC	MATCH	0	0	-G0 -mno-split-addresses	
func_80047A68	build_id_ge_threshold_mask	MATCH	0	0	-G0	
func_80047AD0	notify_and_arm_entry	MATCH	0	0	-G0 -mno-split-addresses	
func_80047B68	func_80047B68	MATCH	0	0	-G0 -mno-split-addresses	
func_80047BB4	func_80047BB4	MATCH	0	0	-G0 -mno-split-addresses	
func_80047C50	func_80047C50	MATCH	0	0	-G8 -msplit-addresses	
func_80047C70	func_80047C70	MATCH	0	0	-G8	
func_80047CC4	func_80047CC4	MATCH	0	0	-G0 -mno-split-addresses	
func_80047DB0	func_80047DB0	MATCH	0	0	-G0 -mno-split-addresses	
func_80047EC4	retry_spu_key_until_nonzero	MATCH	0	0	-G0 -mno-split-addresses	
func_80047F38	build_low_nibble_match_mask	MATCH	0	0	-G0 -mno-split-addresses	
func_80047FAC	count_matching_entries_80047fac	MATCH	0	0	-G0 -mno-split-addresses	
func_8004803C	func_8004803C	STUB				
func_80048768	func_80048768	MATCH	0	0	-G0 -mno-split-addresses	
func_80048920	func_80048920	MATCH	0	0	-G0 -mno-split-addresses	
func_80048A28	combat_status_flag_dispatch	STUB				
func_80048C0C	set_8009b45c_vals_matching_id	MATCH	0	0	-G0 -mno-split-addresses	
func_80048C70	copy_512_words	MATCH	0	0	-G8	
func_80048F14	func_80048F14	MATCH	0	0	-G0 -mno-split-addresses	
func_80049010	func_80049010	MATCH	0	0	-G0 -mno-split-addresses	
func_800490F0	set_8009b45c_1582_1584	MATCH	0	0	-G0	
func_80049108	set_8009b45c_1582_1584_b	MATCH	0	0	-G0	
func_80049120	get_8009b45c_1582_nonzero	MATCH	0	0	-G0	
func_80049138	func_80049138	MATCH	0	0	-G0 -mno-split-addresses	
func_80049200	call_80049230_sign16	MATCH	0	0	-G0	
func_80049230	func_80049230	MATCH	0	0	-G0 -mno-split-addresses	
func_800492D8	sound_init	MATCH	0	0	-G8	
func_80049308	retry_call_800496c4_or_refresh	MATCH	0	0	-G0 -mno-split-addresses	
func_80049394	set_8009b45c_1564	MATCH	0	0	-G0 -mno-split-addresses	
func_800493F8	reset_1564_field_and_flag	MATCH	0	0	-G0	
func_80049434	reset_8009b458_idle_state	MATCH	0	0	-G0 -mno-split-addresses	
func_800494F4	func_800494F4	MATCH	0	0	-G0 -mno-split-addresses	
func_80049544	func_80049544	MATCH	0	0	-G0 -mno-split-addresses	
func_80049594	set_8009b458_81c	MATCH	0	0	-G0	
func_800495A4	call_8004B9E0_if_flag814	MATCH	0	0	-G0	
func_800495DC	clear_8009b458_815	MATCH	0	0	-G0	
func_800495EC	set_8009b458_815	MATCH	0	0	-G0 -mno-split-addresses	
func_80049600	set_8009b458_510_validated	MATCH	0	0	-G0 -mno-split-addresses	
func_80049640	func_80049640	MATCH	0	0	-G0 -msplit-addresses	
func_80049694	sound_shutdown	MATCH	0	0	-G8	
func_800496C4	func_800496C4	MATCH	0	0	-G0 -mno-split-addresses	
func_8004975C	func_8004975C	MATCH	0	0	-G8 -msplit-addresses	
func_800497E0	func_800497E0	MATCH	0	0	-G0 -mno-split-addresses	
func_800498BC	call_80077240_bool	MATCH	0	0	-G8	
func_800498F8	clear_8009b458_4A4_if_set	MATCH	0	0	-G0 -mno-split-addresses	
func_80049920	func_80049920	OK	0	2	-G0 -mno-split-addresses	
func_80049A64	func_80049A64	MATCH	0	0	-G0 -mno-split-addresses	
func_80049AF4	func_80049AF4	MATCH	0	0	-G0 -mno-split-addresses	
func_80049BAC	func_80049BAC	MATCH	0	0	-G0 -mno-split-addresses	
func_80049C40	reset_slot_7e0_full_state	MATCH	0	0	-G0 -mno-split-addresses	
func_80049CB0	reset_slot_7E0_if_active	MATCH	0	0	-G0 -mno-split-addresses	
func_80049CF8	func_80049CF8	OK	-2	13	-G0 -mno-split-addresses	
func_80049DD8	func_80049DD8	OK	-2	13	-G0 -mno-split-addresses	
func_80049EC8	set_pos_masked_and_notify	MATCH	0	0	-G0	
func_80049F10	set_pos_514_and_notify	MATCH	0	0	-G0	
func_80049F50	set_8009b458_7e2_on_cabc3	MATCH	0	0	-G0 -mno-split-addresses	
func_80049FB4	func_80049FB4	STUB				
func_8004A0FC	func_8004A0FC	MATCH	0	0	-G0 -mno-split-addresses	
func_8004A27C	func_8004A27C	STUB				
func_8004A2F8	func_8004A2F8	MATCH	0	0	-G0 -mno-split-addresses	
func_8004A3BC	func_8004A3BC	MATCH	0	0	-G8	
func_8004A43C	func_8004A43C	OK	0	2	-G0 -mno-split-addresses	
func_8004A518	init_spu_voices	OK	0	2	-G0 -mno-split-addresses	
func_8004A6D8	call_8004A518_wrapper	MATCH	0	0	-G8	
func_8004A6F8	func_8004A6F8	OK	0	2	-G0 -msplit-addresses	
func_8004A764	func_8004A764	MATCH	0	0	-G8 -msplit-addresses	
func_8004A7C0	func_8004A7C0	OK	0	2	-G0	
func_8004A854	find_lowest_qty_matching_item	MATCH	0	0	-G0 -mno-split-addresses	
func_8004A8E4	func_8004A8E4	MATCH	0	0	-G8 -msplit-addresses	
func_8004AAFC	func_8004AAFC	OK	0	2	-G0 -mno-split-addresses	
func_8004ACE4	func_8004ACE4	OK	0	4	-G8 -msplit-addresses	
func_8004B374	func_8004B374	OK	0	2	-G0 -mno-split-addresses	
func_8004B49C	func_8004B49C	STUB				
func_8004B6E8	func_8004B6E8	MATCH	0	0	-G0 -mno-split-addresses	
func_8004B70C	func_8004B70C	MATCH	0	0	-G0 -mno-split-addresses	
func_8004B734	func_8004B734	MATCH	0	0	-G0 -mno-split-addresses	
func_8004B854	guarded_start_stream_and_set_handle	OK	0	3	-G0 -mno-split-addresses	
func_8004B910	reset_8009b458_events_and_flags	MATCH	0	0	-G0 -mno-split-addresses	
func_8004B990	set_8009b458_503_run_and_clear_500	MATCH	0	0	-G0 -mno-split-addresses	
func_8004B9E0	run_8004c8c8_burst_if_flag502	MATCH	0	0	-G0 -mno-split-addresses	
func_8004BAA0	byte_seq_compare_n	MATCH	0	0	-G8	
func_8004BAE4	read_stream_byte	MATCH	0	0	-G0 -mno-split-addresses	
func_8004BB34	func_8004BB34	MATCH	0	0	-G8 -mno-split-addresses	
func_8004BBBC	func_8004BBBC	MATCH	0	0	-G8 -msplit-addresses	
func_8004BC2C	combine_four_8004BAE4_calls	MATCH	0	0	-G8 -msplit-addresses	
func_8004BCA8	combine_two_8004BAE4_calls	MATCH	0	0	-G8	
func_8004BCE8	setup_track_tempo_and_division	MATCH	0	0	-G0 -mno-split-addresses	
func_8004BE6C	int_add_inplace	MATCH	0	0	-G8	
func_8004BE80	func_8004BE80	MATCH	0	0	-G8	
func_8004BE88	handle_seq_meta_event	MATCH	0	0	-G0 -mno-split-addresses	
func_8004C0AC	func_8004C0AC	MATCH	0	0	-G8 -msplit-addresses	
func_8004C420	midi_command_dispatch	OK	0	2	-G8 -msplit-addresses	
func_8004C560	func_8004C560	MATCH	0	0	-G8 -msplit-addresses	
func_8004C5C8	func_8004C5C8	STUB				
func_8004C84C	decay_item_durability_list	MATCH	0	0	-G0 -mno-split-addresses	
func_8004C8C8	process_timer_burst_records_8004c8c8	MATCH	0	0	-G8	
func_8004CA60	func_8004CA60	MATCH	0	0	-G8 -msplit-addresses	
func_8004CABC	check_records_flag_all_set	MATCH	0	0	-G0 -mno-split-addresses	
func_8004CB0C	init_duelist_record_and_scan_hand	STUB				
func_8004D134	func_8004D134	STUB				
func_8004D914	relink_ot_table_by_type_bucket	MATCH	0	0	-G0 -msplit-addresses	
func_8004DB14	func_8004DB14	MATCH	0	0	-G8	
func_8004E7B0	func_8004E7B0	STUB				
func_8004EB00	func_8004EB00	STUB				
func_8004FE2C	duel_action_resolution_dispatch	STUB				
func_80050584	func_80050584	MATCH	0	0	-G0 -msplit-addresses	
func_800507D0	duel_phase_transition_dispatch	STUB				
func_80050F24	func_80050F24	STUB				
func_80051350	func_80051350	STUB				
func_80052528	blend_camera_zoom_target	STUB				
func_80052694	update_camera_target_tracking	MATCH	0	0	-G8 -msplit-addresses	
func_800528AC	func_800528AC	STUB				
func_800533D8	reset_gpu_state_and_flags	ERROR	None	None	-G8	
func_800540B4	func_800540B4	STUB				
func_800559D4	duel_state_debug_dispatch	STUB				
func_8005611C	func_8005611C	MATCH	0	0	-G8 -msplit-addresses	
func_80056504	voice_status_dispatch_800f2c40	STUB				
func_80056828	func_80056828	STUB				
func_80057544	func_80057544	OK	0	6	-G0 -mno-split-addresses	
func_800577B0	func_800577B0	STUB				
func_80057E20	build_clamped_bounds_vec	MATCH	0	0	-G8	
func_800580D4	build_obj_lwtransform_800f2c40	STUB				
func_80058434	update_3d_position	MATCH	0	0	-G8 -msplit-addresses	
func_80058A7C	func_80058A7C	MATCH	0	0	-G8	
func_80058B4C	func_80058B4C	MATCH	0	0	-G8 -msplit-addresses	
func_80058DC0	func_80058DC0	MATCH	0	0	-G8	
func_80058DCC	func_80058DCC	MATCH	0	0	-G8	
func_80058DD8	get_D_800F2C40_slot_status	MATCH	0	0	-G8	
func_80058E1C	func_80058E1C	MATCH	0	0	-G8	
func_80058E3C	get_D_800F2C40_slot_field	MATCH	0	0	-G8	
func_80058E68	get_D_800F2C40_slot_field_bf5	MATCH	0	0	-G8	
func_80058E94	get_D_800F2C40_slot_field_e06	MATCH	0	0	-G8	
func_80058EC0	get_D_800F2C40_slot_bf5_indexed_u16	MATCH	0	0	-G8 -msplit-addresses	
func_80058F20	get_D_800F2C40_slot_entry_clamped	MATCH	0	0	-G8	
func_80058F74	get_D_800F2C40_slot_entry	MATCH	0	0	-G8	
func_80058FB0	get_D_800F2C40_slot_u16_quad	MATCH	0	0	-G8	
func_80059000	func_80059000	MATCH	0	0	-G8	
func_800590DC	func_800590DC	MATCH	0	0	-G8	
func_80059134	init_light_triplet_800f2c40	MATCH	0	0	-G8	
func_800591C0	get_D_800F39B0_slot_sub	MATCH	0	0	-G8	
func_80059214	func_80059214	MATCH	0	0	-G0	
func_80059220	func_80059220	MATCH	0	0	-G8	
func_8005922C	func_8005922C	MATCH	0	0	-G8	
func_80059284	set_D_800F2C40_slot_field	MATCH	0	0	-G8	
func_800592AC	build_obj_rotmatrix_800f2c40	MATCH	0	0	-G8 -msplit-addresses	
func_800593D0	func_800593D0	MATCH	0	0	-G8	
func_8005949C	get_D_800F39F0_slot	MATCH	0	0	-G8	
func_800594C0	func_800594C0	MATCH	0	0	-G8	
func_80059520	get_D_800F2C40_slot_by_mod6	MATCH	0	0	-G8	
func_80059590	set_D_800F2C40_slot_bytes	MATCH	0	0	-G8	
