category	name	hacker	code	status	address
Max Card Codes	Max Card 54	Police NYPD	301D0285 0063	WRITE	0x801D0285
Max Card Codes	Max Card 55	Police NYPD	301D0286 0063	WRITE	0x801D0286
Max Card Codes	Max Card 56	Police NYPD	301D0287 0063	WRITE	0x801D0287
Max Card Codes	Max Card 57	Police NYPD	301D0288 0063	WRITE	0x801D0288
Max Card Codes	Max Card 58	Police NYPD	301D0289 0063	WRITE	0x801D0289
Max Card Codes	Max Card 59	Police NYPD	301D028A 0063	WRITE	0x801D028A
Max Card Codes	Max Card 60	Police NYPD	301D028B 0063	WRITE	0x801D028B
Max Card Codes	Max Card 61	Police NYPD	301D028C 0063	WRITE	0x801D028C
Max Card Codes	Max Card 62	Police NYPD	301D028D 0063	WRITE	0x801D028D
Max Card Codes	Max Card 63	Police NYPD	301D028E 0063	WRITE	0x801D028E
Max Card Codes	Max Card 64	Police NYPD	301D028F 0063	WRITE	0x801D028F
Max Card Codes	Max Card 65	Police NYPD	301D0290 0063	WRITE	0x801D0290
Max Card Codes	Max Card 66	Police NYPD	301D0291 0063	WRITE	0x801D0291
Max Card Codes	Max Card 67	Police NYPD	301D0292 0063	WRITE	0x801D0292
Max Card Codes	Max Card 68	Police NYPD	301D0293 0063	WRITE	0x801D0293
Max Card Codes	Max Card 69	Police NYPD	301D0294 0063	WRITE	0x801D0294
Max Card Codes	Max Card 70	Police NYPD	301D0295 0063	WRITE	0x801D0295
Max Card Codes	Max Card 71	Police NYPD	301D0296 0063	WRITE	0x801D0296
Max Card Codes	Max Card 72	Police NYPD	301D0297 0063	WRITE	0x801D0297
Max Card Codes	Max Card 73	Police NYPD	301D0298 0063	WRITE	0x801D0298
Max Card Codes	Max Card 74	Police NYPD	301D0299 0063	WRITE	0x801D0299
Max Card Codes	Max Card 75	Police NYPD	301D029A 0063	WRITE	0x801D029A
Max Card Codes	Max Card 76	Police NYPD	301D029B 0063	WRITE	0x801D029B
Max Card Codes	Max Card 77	Police NYPD	301D029C 0063	WRITE	0x801D029C
Max Card Codes	Max Card 78	Police NYPD	301D029D 0063	WRITE	0x801D029D
Max Card Codes	Max Card 79	Police NYPD	301D029E 0063	WRITE	0x801D029E
Max Card Codes	Max Card 80	Police NYPD	301D029F 0063	WRITE	0x801D029F
Max Card Codes	Max Card 81	Police NYPD	301D02A0 0063	WRITE	0x801D02A0
Max Card Codes	Max Card 82	Police NYPD	301D02A1 0063	WRITE	0x801D02A1
Max Card Codes	Max Card 83	Police NYPD	301D02A2 0063	WRITE	0x801D02A2
Max Card Codes	Max Card 84	Police NYPD	301D02A3 0063	WRITE	0x801D02A3
Max Card Codes	Max Card 85	Police NYPD	301D02A4 0063	WRITE	0x801D02A4
Max Card Codes	Max Card 86	Police NYPD	301D02A5 0063	WRITE	0x801D02A5
Max Card Codes	Max Card 87	Police NYPD	301D02A6 0063	WRITE	0x801D02A6
Max Card Codes	Max Card 88	Police NYPD	301D02A7 0063	WRITE	0x801D02A7
Max Card Codes	Max Card 89	Police NYPD	301D02A8 0063	WRITE	0x801D02A8
Max Card Codes	Max Card 90	Police NYPD	301D02A9 0063	WRITE	0x801D02A9
Max Card Codes	Max Card 91	Police NYPD	301D02AA 0063	WRITE	0x801D02AA
Max Card Codes	Max Card 92	Police NYPD	301D02AB 0063	WRITE	0x801D02AB
Max Card Codes	Max Card 93	Police NYPD	301D02AC 0063	WRITE	0x801D02AC
Max Card Codes	Max Card 94	Police NYPD	301D02AD 0063	WRITE	0x801D02AD
Max Card Codes	Max Card 95	Police NYPD	301D02AE 0063	WRITE	0x801D02AE
Max Card Codes	Max Card 96	Police NYPD	301D02AF 0063	WRITE	0x801D02AF
Max Card Codes	Max Card 97	Police NYPD	301D02B0 0063	WRITE	0x801D02B0
Max Card Codes	Max Card 98	Police NYPD	301D02B1 0063	WRITE	0x801D02B1
Max Card Codes	Max Card 99	Police NYPD	301D02B2 0063	WRITE	0x801D02B2
Max Card Codes	Max Card 100	Police NYPD	301D02B3 0063	WRITE	0x801D02B3
Max Card Codes	Max Card 101	Police NYPD	301D02B4 0063	WRITE	0x801D02B4
Max Card Codes	Max Card 102	Police NYPD	301D02B5 0063	WRITE	0x801D02B5
Max Card Codes	Max Card 103	Police NYPD	301D02B6 0063	WRITE	0x801D02B6
Max Card Codes	Max Card 104	Police NYPD	301D02B7 0063	WRITE	0x801D02B7
Max Card Codes	Max Card 105	Police NYPD	301D02B8 0063	WRITE	0x801D02B8
Max Card Codes	Max Card 106	Police NYPD	301D02B9 0063	WRITE	0x801D02B9
Max Card Codes	Max Card 107	Police NYPD	301D02BA 0063	WRITE	0x801D02BA
Max Card Codes	Max Card 108	Police NYPD	301D02BB 0063	WRITE	0x801D02BB
Max Card Codes	Max Card 109	Police NYPD	301D02BC 0063	WRITE	0x801D02BC
Max Card Codes	Max Card 110	Police NYPD	301D02BD 0063	WRITE	0x801D02BD
Max Card Codes	Max Card 111	Police NYPD	301D02BE 0063	WRITE	0x801D02BE
Max Card Codes	Max Card 112	Police NYPD	301D02BF 0063	WRITE	0x801D02BF
Max Card Codes	Max Card 113	Police NYPD	301D02C0 0063	WRITE	0x801D02C0
Max Card Codes	Max Card 114	Police NYPD	301D02C1 0063	WRITE	0x801D02C1
Max Card Codes	Max Card 115	Police NYPD	301D02C2 0063	WRITE	0x801D02C2
Max Card Codes	Max Card 116	Police NYPD	301D02C3 0063	WRITE	0x801D02C3
Max Card Codes	Max Card 117	Police NYPD	301D02C4 0063	WRITE	0x801D02C4
Max Card Codes	Max Card 118	Police NYPD	301D02C5 0063	WRITE	0x801D02C5
Max Card Codes	Max Card 119	Police NYPD	301D02C6 0063	WRITE	0x801D02C6
Max Card Codes	Max Card 120	Police NYPD	301D02C7 0063	WRITE	0x801D02C7
Max Card Codes	Max Card 121	Police NYPD	301D02C8 0063	WRITE	0x801D02C8
Max Card Codes	Max Card 122	Police NYPD	301D02C9 0063	WRITE	0x801D02C9
Max Card Codes	Max Card 123	Police NYPD	301D02CA 0063	WRITE	0x801D02CA
Max Card Codes	Max Card 124	Police NYPD	301D02CB 0063	WRITE	0x801D02CB
Max Card Codes	Max Card 125	Police NYPD	301D02CC 0063	WRITE	0x801D02CC
Max Card Codes	Max Card 126	Police NYPD	301D02CD 0063	WRITE	0x801D02CD
Max Card Codes	Max Card 127	Police NYPD	301D02CE 0063	WRITE	0x801D02CE
Max Card Codes	Max Card 128	Police NYPD	301D02CF 0063	WRITE	0x801D02CF
Max Card Codes	Max Card 129	Police NYPD	301D02D0 0063	WRITE	0x801D02D0
Max Card Codes	Max Card 130	Police NYPD	301D02D1 0063	WRITE	0x801D02D1
Max Card Codes	Max Card 131	Police NYPD	301D02D2 0063	WRITE	0x801D02D2
Max Card Codes	Max Card 132	Police NYPD	301D02D3 0063	WRITE	0x801D02D3
Max Card Codes	Max Card 133	Police NYPD	301D02D4 0063	WRITE	0x801D02D4
Max Card Codes	Max Card 134	Police NYPD	301D02D5 0063	WRITE	0x801D02D5
Max Card Codes	Max Card 135	Police NYPD	301D02D6 0063	WRITE	0x801D02D6
Max Card Codes	Max Card 136	Police NYPD	301D02D7 0063	WRITE	0x801D02D7
Max Card Codes	Max Card 137	Police NYPD	301D02D8 0063	WRITE	0x801D02D8
Max Card Codes	Max Card 138	Police NYPD	301D02D9 0063	WRITE	0x801D02D9
Max Card Codes	Max Card 139	Police NYPD	301D02DA 0063	WRITE	0x801D02DA
Max Card Codes	Max Card 140	Police NYPD	301D02DB 0063	WRITE	0x801D02DB
Max Card Codes	Max Card 141	Police NYPD	301D02DC 0063	WRITE	0x801D02DC
Max Card Codes	Max Card 142	Police NYPD	301D02DD 0063	WRITE	0x801D02DD
Max Card Codes	Max Card 143	Police NYPD	301D02DE 0063	WRITE	0x801D02DE
Max Card Codes	Max Card 144	Police NYPD	301D02DF 0063	WRITE	0x801D02DF
Max Card Codes	Max Card 145	Police NYPD	301D02E0 0063	WRITE	0x801D02E0
Max Card Codes	Max Card 146	Police NYPD	301D02E1 0063	WRITE	0x801D02E1
Max Card Codes	Max Card 147	Police NYPD	301D02E2 0063	WRITE	0x801D02E2
Max Card Codes	Max Card 148	Police NYPD	301D02E3 0063	WRITE	0x801D02E3
Max Card Codes	Max Card 149	Police NYPD	301D02E4 0063	WRITE	0x801D02E4
Max Card Codes	Max Card 150	Police NYPD	301D02E5 0063	WRITE	0x801D02E5
Max Card Codes	Max Card 151	Police NYPD	301D02E6 0063	WRITE	0x801D02E6
Max Card Codes	Max Card 152	Police NYPD	301D02E7 0063	WRITE	0x801D02E7
Max Card Codes	Max Card 153	Police NYPD	301D02E8 0063	WRITE	0x801D02E8
Max Card Codes	Max Card 154	Police NYPD	301D02E9 0063	WRITE	0x801D02E9
Max Card Codes	Max Card 155	Police NYPD	301D02EA 0063	WRITE	0x801D02EA
Max Card Codes	Max Card 156	Police NYPD	301D02EB 0063	WRITE	0x801D02EB
Max Card Codes	Max Card 157	Police NYPD	301D02EC 0063	WRITE	0x801D02EC
Max Card Codes	Max Card 158	Police NYPD	301D02ED 0063	WRITE	0x801D02ED
Max Card Codes	Max Card 159	Police NYPD	301D02EE 0063	WRITE	0x801D02EE
Max Card Codes	Max Card 160	Police NYPD	301D02EF 0063	WRITE	0x801D02EF
Max Card Codes	Max Card 161	Police NYPD	301D02F0 0063	WRITE	0x801D02F0
Max Card Codes	Max Card 162	Police NYPD	301D02F1 0063	WRITE	0x801D02F1
Max Card Codes	Max Card 163	Police NYPD	301D02F2 0063	WRITE	0x801D02F2
Max Card Codes	Max Card 164	Police NYPD	301D02F3 0063	WRITE	0x801D02F3
Max Card Codes	Max Card 165	Police NYPD	301D02F4 0063	WRITE	0x801D02F4
Max Card Codes	Max Card 166	Police NYPD	301D02F5 0063	WRITE	0x801D02F5
Max Card Codes	Max Card 167	Police NYPD	301D02F6 0063	WRITE	0x801D02F6
Max Card Codes	Max Card 168	Police NYPD	301D02F7 0063	WRITE	0x801D02F7
Max Card Codes	Max Card 169	Police NYPD	301D02F8 0063	WRITE	0x801D02F8
Max Card Codes	Max Card 170	Police NYPD	301D02F9 0063	WRITE	0x801D02F9
Max Card Codes	Max Card 171	Police NYPD	301D02FA 0063	WRITE	0x801D02FA
Max Card Codes	Max Card 172	Police NYPD	301D02FB 0063	WRITE	0x801D02FB
Max Card Codes	Max Card 173	Police NYPD	301D02FC 0063	WRITE	0x801D02FC
Max Card Codes	Max Card 174	Police NYPD	301D02FD 0063	WRITE	0x801D02FD
Max Card Codes	Max Card 175	Police NYPD	301D02FE 0063	WRITE	0x801D02FE
Max Card Codes	Max Card 176	Police NYPD	301D02FF 0063	WRITE	0x801D02FF
Max Card Codes	Max Card 177	Police NYPD	301D0300 0063	WRITE	0x801D0300
Max Card Codes	Max Card 178	Police NYPD	301D0301 0063	WRITE	0x801D0301
Max Card Codes	Max Card 179	Police NYPD	301D0302 0063	WRITE	0x801D0302
Max Card Codes	Max Card 180	Police NYPD	301D0303 0063	WRITE	0x801D0303
Max Card Codes	Max Card 181	Police NYPD	301D0304 0063	WRITE	0x801D0304
Max Card Codes	Max Card 182	Police NYPD	301D0305 0063	WRITE	0x801D0305
Max Card Codes	Max Card 183	Police NYPD	301D0306 0063	WRITE	0x801D0306
Max Card Codes	Max Card 184	Police NYPD	301D0307 0063	WRITE	0x801D0307
Max Card Codes	Max Card 185	Police NYPD	301D0308 0063	WRITE	0x801D0308
Max Card Codes	Max Card 186	Police NYPD	301D0309 0063	WRITE	0x801D0309
Max Card Codes	Max Card 187	Police NYPD	301D030A 0063	WRITE	0x801D030A
Max Card Codes	Max Card 188	Police NYPD	301D030B 0063	WRITE	0x801D030B
Max Card Codes	Max Card 189	Police NYPD	301D030C 0063	WRITE	0x801D030C
Max Card Codes	Max Card 190	Police NYPD	301D030D 0063	WRITE	0x801D030D
Max Card Codes	Max Card 191	Police NYPD	301D030E 0063	WRITE	0x801D030E
Max Card Codes	Max Card 192	Police NYPD	301D030F 0063	WRITE	0x801D030F
Max Card Codes	Max Card 193	Police NYPD	301D0310 0063	WRITE	0x801D0310
Max Card Codes	Max Card 194	Police NYPD	301D0311 0063	WRITE	0x801D0311
Max Card Codes	Max Card 195	Police NYPD	301D0312 0063	WRITE	0x801D0312
Max Card Codes	Max Card 196	Police NYPD	301D0313 0063	WRITE	0x801D0313
Max Card Codes	Max Card 197	Police NYPD	301D0314 0063	WRITE	0x801D0314
Max Card Codes	Max Card 198	Police NYPD	301D0315 0063	WRITE	0x801D0315
Max Card Codes	Max Card 199	Police NYPD	301D0316 0063	WRITE	0x801D0316
Max Card Codes	Max Card 200	Police NYPD	301D0317 0063	WRITE	0x801D0317
Max Card Codes	Max Card 201	Police NYPD	301D0318 0063	WRITE	0x801D0318
Max Card Codes	Max Card 202	Police NYPD	301D0319 0063	WRITE	0x801D0319
Max Card Codes	Max Card 203	Police NYPD	301D031A 0063	WRITE	0x801D031A
Max Card Codes	Max Card 204	Police NYPD	301D031B 0063	WRITE	0x801D031B
Max Card Codes	Max Card 205	Police NYPD	301D031C 0063	WRITE	0x801D031C
Max Card Codes	Max Card 206	Police NYPD	301D031D 0063	WRITE	0x801D031D
Max Card Codes	Max Card 207	Police NYPD	301D031E 0063	WRITE	0x801D031E
Max Card Codes	Max Card 208	Police NYPD	301D031F 0063	WRITE	0x801D031F
Max Card Codes	Max Card 209	Police NYPD	301D0320 0063	WRITE	0x801D0320
Max Card Codes	Max Card 210	Police NYPD	301D0321 0063	WRITE	0x801D0321
Max Card Codes	Max Card 211	Police NYPD	301D0322 0063	WRITE	0x801D0322
Max Card Codes	Max Card 212	Police NYPD	301D0323 0063	WRITE	0x801D0323
Max Card Codes	Max Card 213	Police NYPD	301D0324 0063	WRITE	0x801D0324
Max Card Codes	Max Card 214	Police NYPD	301D0325 0063	WRITE	0x801D0325
Max Card Codes	Max Card 215	Police NYPD	301D0326 0063	WRITE	0x801D0326
Max Card Codes	Max Card 216	Police NYPD	301D0327 0063	WRITE	0x801D0327
Max Card Codes	Max Card 217	Police NYPD	301D0328 0063	WRITE	0x801D0328
Max Card Codes	Max Card 218	Police NYPD	301D0329 0063	WRITE	0x801D0329
Max Card Codes	Max Card 219	Police NYPD	301D032A 0063	WRITE	0x801D032A
Max Card Codes	Max Card 220	Police NYPD	301D032B 0063	WRITE	0x801D032B
Max Card Codes	Max Card 221	Police NYPD	301D032C 0063	WRITE	0x801D032C
Max Card Codes	Max Card 222	Police NYPD	301D032D 0063	WRITE	0x801D032D
Max Card Codes	Max Card 223	Police NYPD	301D032E 0063	WRITE	0x801D032E
Max Card Codes	Max Card 224	Police NYPD	301D032F 0063	WRITE	0x801D032F
Max Card Codes	Max Card 225	Police NYPD	301D0330 0063	WRITE	0x801D0330
Max Card Codes	Max Card 226	Police NYPD	301D0331 0063	WRITE	0x801D0331
Max Card Codes	Max Card 227	Police NYPD	301D0332 0063	WRITE	0x801D0332
Max Card Codes	Max Card 228	Police NYPD	301D0333 0063	WRITE	0x801D0333
Max Card Codes	Max Card 229	Police NYPD	301D0334 0063	WRITE	0x801D0334
Max Card Codes	Max Card 230	Police NYPD	301D0335 0063	WRITE	0x801D0335
Max Card Codes	Max Card 231	Police NYPD	301D0336 0063	WRITE	0x801D0336
Max Card Codes	Max Card 232	Police NYPD	301D0337 0063	WRITE	0x801D0337
Max Card Codes	Max Card 233	Police NYPD	301D0338 0063	WRITE	0x801D0338
Max Card Codes	Max Card 234	Police NYPD	301D0339 0063	WRITE	0x801D0339
Max Card Codes	Max Card 235	Police NYPD	301D033A 0063	WRITE	0x801D033A
Max Card Codes	Max Card 236	Police NYPD	301D033B 0063	WRITE	0x801D033B
Max Card Codes	Max Card 237	Police NYPD	301D033C 0063	WRITE	0x801D033C
Max Card Codes	Max Card 238	Police NYPD	301D033D 0063	WRITE	0x801D033D
Max Card Codes	Max Card 239	Police NYPD	301D033E 0063	WRITE	0x801D033E
Max Card Codes	Max Card 240	Police NYPD	301D033F 0063	WRITE	0x801D033F
Max Card Codes	Max Card 241	Police NYPD	301D0340 0063	WRITE	0x801D0340
Max Card Codes	Max Card 242	Police NYPD	301D0341 0063	WRITE	0x801D0341
Max Card Codes	Max Card 243	Police NYPD	301D0342 0063	WRITE	0x801D0342
Max Card Codes	Max Card 244	Police NYPD	301D0343 0063	WRITE	0x801D0343
Max Card Codes	Max Card 245	Police NYPD	301D0344 0063	WRITE	0x801D0344
Max Card Codes	Max Card 246	Police NYPD	301D0345 0063	WRITE	0x801D0345
Max Card Codes	Max Card 247	Police NYPD	301D0346 0063	WRITE	0x801D0346
Max Card Codes	Max Card 248	Police NYPD	301D0347 0063	WRITE	0x801D0347
Max Card Codes	Max Card 249	Police NYPD	301D0348 0063	WRITE	0x801D0348
Max Card Codes	Max Card 250	Police NYPD	301D0349 0063	WRITE	0x801D0349
Max Card Codes	Max Card 251	Police NYPD	301D034A 0063	WRITE	0x801D034A
Max Card Codes	Max Card 252	Police NYPD	301D034B 0063	WRITE	0x801D034B
Max Card Codes	Max Card 253	Police NYPD	301D034C 0063	WRITE	0x801D034C
Max Card Codes	Max Card 254	Police NYPD	301D034D 0063	WRITE	0x801D034D
Max Card Codes	Max Card 255	Police NYPD	301D034E 0063	WRITE	0x801D034E
Max Card Codes	Max Card 256	Police NYPD	301D034F 0063	WRITE	0x801D034F
Max Card Codes	Max Card 257	Police NYPD	301D0350 0063	WRITE	0x801D0350
Max Card Codes	Max Card 258	Police NYPD	301D0351 0063	WRITE	0x801D0351
Max Card Codes	Max Card 259	Police NYPD	301D0352 0063	WRITE	0x801D0352
Max Card Codes	Max Card 260	Police NYPD	301D0353 0063	WRITE	0x801D0353
Max Card Codes	Max Card 261	Police NYPD	301D0354 0063	WRITE	0x801D0354
Max Card Codes	Max Card 262	Police NYPD	301D0355 0063	WRITE	0x801D0355
Max Card Codes	Max Card 263	Police NYPD	301D0356 0063	WRITE	0x801D0356
Max Card Codes	Max Card 264	Police NYPD	301D0357 0063	WRITE	0x801D0357
Max Card Codes	Max Card 265	Police NYPD	301D0358 0063	WRITE	0x801D0358
Max Card Codes	Max Card 266	Police NYPD	301D0359 0063	WRITE	0x801D0359
Max Card Codes	Max Card 267	Police NYPD	301D035A 0063	WRITE	0x801D035A
Max Card Codes	Max Card 268	Police NYPD	301D035B 0063	WRITE	0x801D035B
Max Card Codes	Max Card 269	Police NYPD	301D035C 0063	WRITE	0x801D035C
Max Card Codes	Max Card 270	Police NYPD	301D035D 0063	WRITE	0x801D035D
Max Card Codes	Max Card 271	Police NYPD	301D035E 0063	WRITE	0x801D035E
Max Card Codes	Max Card 272	Police NYPD	301D035F 0063	WRITE	0x801D035F
Max Card Codes	Max Card 273	Police NYPD	301D0360 0063	WRITE	0x801D0360
Max Card Codes	Max Card 274	Police NYPD	301D0361 0063	WRITE	0x801D0361
Max Card Codes	Max Card 275	Police NYPD	301D0362 0063	WRITE	0x801D0362
Max Card Codes	Max Card 276	Police NYPD	301D0363 0063	WRITE	0x801D0363
Max Card Codes	Max Card 277	Police NYPD	301D0364 0063	WRITE	0x801D0364
Max Card Codes	Max Card 278	Police NYPD	301D0365 0063	WRITE	0x801D0365
Max Card Codes	Max Card 279	Police NYPD	301D0366 0063	WRITE	0x801D0366
Max Card Codes	Max Card 280	Police NYPD	301D0367 0063	WRITE	0x801D0367
Max Card Codes	Max Card 281	Police NYPD	301D0368 0063	WRITE	0x801D0368
Max Card Codes	Max Card 282	Police NYPD	301D0369 0063	WRITE	0x801D0369
Max Card Codes	Max Card 283	Police NYPD	301D036A 0063	WRITE	0x801D036A
Max Card Codes	Max Card 284	Police NYPD	301D036B 0063	WRITE	0x801D036B
Max Card Codes	Max Card 285	Police NYPD	301D036C 0063	WRITE	0x801D036C
Max Card Codes	Max Card 286	Police NYPD	301D036D 0063	WRITE	0x801D036D
Max Card Codes	Max Card 287	Police NYPD	301D036E 0063	WRITE	0x801D036E
Max Card Codes	Max Card 288	Police NYPD	301D036F 0063	WRITE	0x801D036F
Max Card Codes	Max Card 289	Police NYPD	301D0370 0063	WRITE	0x801D0370
Max Card Codes	Max Card 290	Police NYPD	301D0371 0063	WRITE	0x801D0371
Max Card Codes	Max Card 291	Police NYPD	301D0372 0063	WRITE	0x801D0372
Max Card Codes	Max Card 292	Police NYPD	301D0373 0063	WRITE	0x801D0373
Max Card Codes	Max Card 293	Police NYPD	301D0374 0063	WRITE	0x801D0374
Max Card Codes	Max Card 294	Police NYPD	301D0375 0063	WRITE	0x801D0375
Max Card Codes	Max Card 295	Police NYPD	301D0376 0063	WRITE	0x801D0376
Max Card Codes	Max Card 296	Police NYPD	301D0377 0063	WRITE	0x801D0377
Max Card Codes	Max Card 297	Police NYPD	301D0378 0063	WRITE	0x801D0378
Max Card Codes	Max Card 298	Police NYPD	301D0379 0063	WRITE	0x801D0379
Max Card Codes	Max Card 299	Police NYPD	301D037A 0063	WRITE	0x801D037A
Max Card Codes	Max Card 300	Police NYPD	301D037B 0063	WRITE	0x801D037B
Max Card Codes	Max Card 301	Police NYPD	301D037C 0063	WRITE	0x801D037C
Max Card Codes	Max Card 302	Police NYPD	301D037D 0063	WRITE	0x801D037D
Max Card Codes	Max Card 303	Police NYPD	301D037E 0063	WRITE	0x801D037E
Max Card Codes	Max Card 304	Police NYPD	301D037F 0063	WRITE	0x801D037F
Max Card Codes	Max Card 305	Police NYPD	301D0380 0063	WRITE	0x801D0380
Max Card Codes	Max Card 306	Police NYPD	301D0381 0063	WRITE	0x801D0381
Max Card Codes	Max Card 307	Police NYPD	301D0382 0063	WRITE	0x801D0382
Max Card Codes	Max Card 308	Police NYPD	301D0383 0063	WRITE	0x801D0383
Max Card Codes	Max Card 309	Police NYPD	301D0384 0063	WRITE	0x801D0384
Max Card Codes	Max Card 310	Police NYPD	301D0385 0063	WRITE	0x801D0385
Max Card Codes	Max Card 311	Police NYPD	301D0386 0063	WRITE	0x801D0386
Max Card Codes	Max Card 312	Police NYPD	301D0387 0063	WRITE	0x801D0387
Max Card Codes	Max Card 313	Police NYPD	301D0388 0063	WRITE	0x801D0388
Max Card Codes	Max Card 314	Police NYPD	301D0389 0063	WRITE	0x801D0389
Max Card Codes	Max Card 315	Police NYPD	301D038A 0063	WRITE	0x801D038A
Max Card Codes	Max Card 316	Police NYPD	301D038B 0063	WRITE	0x801D038B
Max Card Codes	Max Card 317	Police NYPD	301D038C 0063	WRITE	0x801D038C
Max Card Codes	Max Card 318	Police NYPD	301D038D 0063	WRITE	0x801D038D
Max Card Codes	Max Card 319	Police NYPD	301D038E 0063	WRITE	0x801D038E
Max Card Codes	Max Card 320	Police NYPD	301D038F 0063	WRITE	0x801D038F
Max Card Codes	Max Card 321	Police NYPD	301D0390 0063	WRITE	0x801D0390
Max Card Codes	Max Card 322	Police NYPD	301D0391 0063	WRITE	0x801D0391
Max Card Codes	Max Card 323	Police NYPD	301D0392 0063	WRITE	0x801D0392
Max Card Codes	Max Card 324	Police NYPD	301D0393 0063	WRITE	0x801D0393
Max Card Codes	Max Card 325	Police NYPD	301D0394 0063	WRITE	0x801D0394
Max Card Codes	Max Card 326	Police NYPD	301D0395 0063	WRITE	0x801D0395
Max Card Codes	Max Card 327	Police NYPD	301D0396 0063	WRITE	0x801D0396
Max Card Codes	Max Card 328	Police NYPD	301D0397 0063	WRITE	0x801D0397
Max Card Codes	Max Card 329	Police NYPD	301D0398 0063	WRITE	0x801D0398
Max Card Codes	Max Card 330	Police NYPD	301D0399 0063	WRITE	0x801D0399
Max Card Codes	Max Card 331	Police NYPD	301D039A 0063	WRITE	0x801D039A
Max Card Codes	Max Card 332	Police NYPD	301D039B 0063	WRITE	0x801D039B
Max Card Codes	Max Card 333	Police NYPD	301D039C 0063	WRITE	0x801D039C
Max Card Codes	Max Card 334	Police NYPD	301D039D 0063	WRITE	0x801D039D
Max Card Codes	Max Card 335	Police NYPD	301D039E 0063	WRITE	0x801D039E
Max Card Codes	Max Card 336	Police NYPD	301D039F 0063	WRITE	0x801D039F
Max Card Codes	Max Card 337	Police NYPD	301D03A0 0063	WRITE	0x801D03A0
Max Card Codes	Max Card 338	Police NYPD	301D03A1 0063	WRITE	0x801D03A1
Max Card Codes	Max Card 339	Police NYPD	301D03A2 0063	WRITE	0x801D03A2
Max Card Codes	Max Card 340	Police NYPD	301D03A3 0063	WRITE	0x801D03A3
Max Card Codes	Max Card 341	Police NYPD	301D03A4 0063	WRITE	0x801D03A4
Max Card Codes	Max Card 342	Police NYPD	301D03A5 0063	WRITE	0x801D03A5
Max Card Codes	Max Card 343	Police NYPD	301D03A6 0063	WRITE	0x801D03A6
Max Card Codes	Max Card 344	Police NYPD	301D03A7 0063	WRITE	0x801D03A7
Max Card Codes	Max Card 345	Police NYPD	301D03A8 0063	WRITE	0x801D03A8
Max Card Codes	Max Card 346	Police NYPD	301D03A9 0063	WRITE	0x801D03A9
Max Card Codes	Max Card 347	Police NYPD	301D03AA 0063	WRITE	0x801D03AA
Max Card Codes	Max Card 348	Police NYPD	301D03AB 0063	WRITE	0x801D03AB
Max Card Codes	Max Card 349	Police NYPD	301D03AC 0063	WRITE	0x801D03AC
Max Card Codes	Max Card 350	Police NYPD	301D03AD 0063	WRITE	0x801D03AD
Max Card Codes	Max Card 351	Police NYPD	301D03AE 0063	WRITE	0x801D03AE
Max Card Codes	Max Card 352	Police NYPD	301D03AF 0063	WRITE	0x801D03AF
Max Card Codes	Max Card 353	Police NYPD	301D03B0 0063	WRITE	0x801D03B0
Max Card Codes	Max Card 354	Police NYPD	301D03B1 0063	WRITE	0x801D03B1
Max Card Codes	Max Card 355	Police NYPD	301D03B2 0063	WRITE	0x801D03B2
Max Card Codes	Max Card 356	Police NYPD	301D03B3 0063	WRITE	0x801D03B3
Max Card Codes	Max Card 357	Police NYPD	301D03B4 0063	WRITE	0x801D03B4
Max Card Codes	Max Card 358	Police NYPD	301D03B5 0063	WRITE	0x801D03B5
Max Card Codes	Max Card 359	Police NYPD	301D03B6 0063	WRITE	0x801D03B6
Max Card Codes	Max Card 360	Police NYPD	301D03B7 0063	WRITE	0x801D03B7
Max Card Codes	Max Card 361	Police NYPD	301D03B8 0063	WRITE	0x801D03B8
Max Card Codes	Max Card 362	Police NYPD	301D03B9 0063	WRITE	0x801D03B9
Max Card Codes	Max Card 363	Police NYPD	301D03BA 0063	WRITE	0x801D03BA
Max Card Codes	Max Card 364	Police NYPD	301D03BB 0063	WRITE	0x801D03BB
Max Card Codes	Max Card 365	Police NYPD	301D03BC 0063	WRITE	0x801D03BC
Max Card Codes	Max Card 366	Police NYPD	301D03BD 0063	WRITE	0x801D03BD
Max Card Codes	Max Card 367	Police NYPD	301D03BE 0063	WRITE	0x801D03BE
Max Card Codes	Max Card 368	Police NYPD	301D03BF 0063	WRITE	0x801D03BF
Max Card Codes	Max Card 369	Police NYPD	301D03C0 0063	WRITE	0x801D03C0
Max Card Codes	Max Card 370	Police NYPD	301D03C1 0063	WRITE	0x801D03C1
Max Card Codes	Max Card 371	Police NYPD	301D03C2 0063	WRITE	0x801D03C2
Max Card Codes	Max Card 372	Police NYPD	301D03C3 0063	WRITE	0x801D03C3
Max Card Codes	Max Card 373	Police NYPD	301D03C4 0063	WRITE	0x801D03C4
Max Card Codes	Max Card 374	Police NYPD	301D03C5 0063	WRITE	0x801D03C5
Max Card Codes	Max Card 375	Police NYPD	301D03C6 0063	WRITE	0x801D03C6
Max Card Codes	Max Card 376	Police NYPD	301D03C7 0063	WRITE	0x801D03C7
Max Card Codes	Max Card 377	Police NYPD	301D03C8 0063	WRITE	0x801D03C8
Max Card Codes	Max Card 378	Police NYPD	301D03C9 0063	WRITE	0x801D03C9
Max Card Codes	Max Card 379	Police NYPD	301D03CA 0063	WRITE	0x801D03CA
